,MOB,AOB,FRP,AON,ORBvl,ORBm,ORBl,TT,PL,ILA,AId,DP,AIv,MOs,ACB:Nucleus_accumbens,OT,MOp,CLA:Claustrum,ACAd,MS:Medial_septal_nucleus,NDB:Diagonal_band_nucleus,LSr:Lateral_septal_nucleus_rostral_(rostroventral)_part,GU,LSv:Lateral_septal_nucleus_ventral_part,SSp_m,SI:Substantia_innominata,ACAv,MEPO:Median_preoptic_nucleus,MPO:Medial_preoptic_area,BST,MA:Magnocellular_nucleus,FS:Fundus_of_striatum,LPO:Lateral_preoptic_area,CP:Caudoputamen,PVpo:Periventricular_hypothalamic_nucleus_preoptic_part,MPN,LSc:Lateral_septal_nucleus_caudal_(caudodorsal)_part,EPd:Endopiriform_nucleus_dorsal_part,PIR,SF:Septofimbrial_nucleus,TRS:Triangular_nucleus_of_septum,AAA:Anterior_amygdalar_area,SSp_ul,AD,PT:Parataenial_nucleus,SSp_n,SBPV:Subparaventricular_zone,NLOT,AHN,PVH,RCH:Retrochiasmatic_area,AIp,AV:Anteroventral_nucleus_of_thalamus,GPe:Globus_pallidus_external_segment,COAa,SSp_ll,RE:Nucleus_of_reuniens,SSs,PVT:Paraventricular_nucleus_of_the_thalamus,VISC,RT:Reticular_nucleus_of_the_thalamus,VAL:Ventral_anterior-lateral_complex_of_the_thalamus,IA:Intercalated_amygdalar_nucleus,GPi:Globus_pallidus_internal_segment,RH:Rhomboid_nucleus,LHA:Lateral_hypothalamic_area,CM:Central_medial_nucleus_of_the_thalamus,PAA,SMT:Submedial_nucleus_of_the_thalamus,EPv:Endopiriform_nucleus_ventral_part,LD:Lateral_dorsal_nucleus_of_thalamus,VMH,TU:Tuberal_nucleus,MEA,MD,VM:Ventral_medial_nucleus_of_the_thalamus,ARH:Arcuate_hypothalamic_nucleus,BMA,VPL,CL:Central_lateral_nucleus_of_the_thalamus,SSp_bfd,SSp_tr,IMD:Intermediodorsal_nucleus_of_the_thalamus,DMH,BLA,AUDd,COAp,PA:Posterior_amygdalar_nucleus,AUDv,APN:Anterior_pretectal_nucleus,AUDp,AMv:Anteromedial_nucleus_ventral_part,CA1,CEA,MH:Medial_habenula,SUM,AMd:Anteromedial_nucleus_dorsal_part,LH:Lateral_habenula,VPM,PO:Posterior_complex_of_the_thalamus,LA:Lateral_amygdalar_nucleus,STN:Subthalamic_nucleus,VPMpc:Ventral_posteromedial_nucleus_of_the_thalamus_parvicellular_part,PH:Posterior_hypothalamic_nucleus,SPFm:Subparafascicular_nucleus_magnocellular_part,SPA:Subparafascicular_area,PF:Parafascicular_nucleus,LP:Lateral_posterior_nucleus_of_the_thalamus,CA2,PVp:Periventricular_hypothalamic_nucleus_posterior_part,PMd:Dorsal_premammillary_nucleus,LGd,LGv,CA3,VISam,SPFp:Subparafascicular_nucleus_parvicellular_part,RSPv,NPC:Nucleus_of_the_posterior_commissure,ECT,MPT:Medial_pretectal_area,DG,MGm:Medial_geniculate_complex_medial_part,NOT:Nucleus_of_the_optic_tract,POL:Posterior_limiting_nucleus_of_the_thalamus,VTA:Ventral_tegmental_area,PERI,RSPd,SNc:Substantia_nigra_compact_part,RSPagl,TR,MGv:Medial_geniculate_complex_ventral_part,VISal,TEa,SNr:Substantia_nigra_reticular_part,ENTl,VISl,VISp,PRE,PAR,ENTm,Isocortex_VISa,Isocortex_VISrl,Isocortex_Primary_somatosensory_area_unassigned_layer_,Isocortex_VISli,Cerebellar_Cortex_Lingula_(I),CENT2:Lobule_II,CENT3:Lobule_III,"CUL4,_5:Lobules_IV-V",Cerebellar_Cortex_Declive_(VI),Cerebellar_Cortex_Folium-tuber_vermis_(VII),Cerebellar_Cortex_Pyramus_(VIII),Cerebellar_Cortex_Uvula_(IX),Cerebellar_Cortex_Nodulus_(X),Cerebellar_Cortex_Simple_lobule,ANcr1:Crus_1,ANcr2:Crus_2,Cerebellar_Cortex_Paramedian_lobule,Cerebellar_Cortex_Copula_pyramidis,Cerebellar_Cortex_Paraflocculus,Cerebellar_Cortex_Flocculus,Cerebellar_Nuclei_Fastigial_nucleus,Cerebellar_Nuclei_Interposed_nucleus,Cerebellar_Nuclei_Dentate_nucleus,VeCB:Vestibulocerebellar_nucleus,Medulla_,Pons_,Midbrain_
BLA,0.0,0.0,0.0007146024733310969,0.003545828367430481,0.0005536291561728615,0.002301909302688424,0.0022664318129544305,0.00011541750625127846,0.024308103645669182,0.004764391417064816,0.0015318386421577241,0.0019356086892373208,0.004796508219051887,0.0014524440514859691,0.07096239420312399,0.0501639272564429,0.0,0.0049758424582577706,0.004874402236786912,0.0,7.895111863171606e-05,8.714664308915816e-05,0.0,0.0,0.0,0.053331740847510585,0.0023556116610412604,0.0,8.010240745992776e-05,0.01480532795349964,0.0005147884523267146,0.007098985308789904,0.0005341785261747812,0.3145555895865758,0.0,2.422322045693033e-05,0.0,0.020562446719893906,0.07669510129044173,0.0,0.0,0.011499031645278544,0.014714927155336786,2.1953345725368703e-06,0.0,0.0,0.0,0.009950256651576884,7.3177819084562345e-06,0.0,0.0,0.008055035229252784,0.0,0.010312240195648963,0.01725619747753874,0.0,0.0,0.00022070853932551116,0.0,1.69241476798684e-05,0.00013695016941572016,0.0,0.005955242628694096,0.0008617545882843565,0.0,0.0006644972830276105,0.0,0.026325518020550595,0.0,0.01916699868898007,0.0,1.6172550330324338e-05,0.0,0.027041189843290372,0.00025809325211799313,0.0,0.0,0.057497713266291064,0.0,0.0,0.004672366290080497,0.0,0.0,0.0,0.221883988382377,0.0,0.11387280113850115,0.009268690538717542,0.0,0.0,0.0,0.0,0.0019962795483784426,0.2185992802975565,0.0,0.0,0.0,6.057155317576653e-07,3.245713813610458e-06,7.7897131526651e-05,0.17258472829648525,1.6269222364053627e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.939721808331576e-07,3.50210567217372e-05,0.0,0.0,0.0,0.0,0.0020283775432606743,0.0,1.913080248497844e-05,0.0,0.0,0.0,0.0,0.0018513722404241344,0.0,0.0007357463577668394,0.0,0.023156474772838144,0.0,0.0,0.00030859979033630254,0.0016204007649703793,0.04676616951197484,0.0,0.0,0.0,0.00011036543533301344,0.004504636699820885,0.0,0.0,0.02869631005612305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.604514280992121e-06,0.0009519164134593873,1.3039994100254532e-06
AUDd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2665677819759854e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08771800396388206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5890927370949395,0.0,0.0,0.04406584894967383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0030792744909285035,0.0,0.007447967122523276,0.016479894919581163,0.0,0.0,0.0,1.3544862187064928,0.0,0.0,0.1026231772780997,0.0023026262174714236,1.621028248472613,0.0,0.00034512868941531227,0.0,0.0,0.0,0.0,0.0,0.038441813419269916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005755412785404385,0.0,0.0,0.0,0.0,6.2146123143578775e-06,9.894785017358792e-05,0.007869893937644491,0.0,0.0,0.0,0.0,0.00024267558499441522,6.2146123143578775e-06,0.049591437664038354,0.0,0.0009080492928461422,0.0,0.0,0.0,0.0,0.0,0.0,0.16147670497081873,0.1694254875978389,0.07753350138377253,0.0007033143982244154,0.0,0.00036730465677303574,0.0032170821662190026,0.0,0.0,0.0,0.019980154815069685,0.0006261511738345199,0.0,0.010176228159025882,0.0,0.0,0.00024820963274888876,0.00024562766165785394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002529338510115449,0.053948369080942
COAp,0.0014225662348825623,0.021345222217318088,0.0,0.004567045785994554,7.277127564520366e-06,0.0,0.0,0.0,0.0,3.095240508796996e-05,0.0,0.0,0.0,0.0,0.016026777812826066,0.025276217061596988,0.0,0.0,0.0,0.0,0.00034484696496328554,0.0028262351385369253,0.0,0.005925502000784474,0.0,0.016765517995086875,0.0,0.0,0.0019365619314923358,0.09032632653122868,0.0002983613766931072,0.0003825839332678861,0.0007966510662829014,0.0029383618866314436,2.507300375439739e-06,0.0037385372589780978,0.0,0.0,0.0005763275571260206,0.0,0.0,0.0025084611777060886,0.0,0.0009179828283838568,0.0,0.0,0.00020722190507101144,0.0013239896754053237,0.003117807120156967,0.0,1.8804752815798044e-05,4.4930189717726086e-05,0.0,0.0,0.022315013241190222,0.0,0.0,0.0,0.0,0.0,0.007379484761502841,0.0,0.0059367384587865,3.360568738808976e-05,0.0,0.00213910182039062,0.0,0.0604669317617449,0.0,0.009417672239100311,0.0,0.01817423141141303,0.004007565384757551,0.5721831966125923,1.2536501877198696e-06,0.0,0.00032276893611108684,0.26071762164520995,0.0,0.0,3.760950563159609e-06,0.0,0.0,0.001663031713240005,0.14909914310132458,0.0,1.248414551003651,0.46395928573628864,0.0,0.0,0.0,0.0,0.020608673146135483,0.02513586404938243,0.0,0.0,0.0,0.0,0.0,0.0,0.022455431573721214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.413556406038097e-05,0.00511562733945101,0.0,0.0,0.0,0.0,0.0,0.0,0.005495955416433855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006269908872614745,0.0,0.0,0.0,0.0,0.00867328380281044,0.0,0.0,0.0,0.0,0.006971716023725482,0.0,0.0005007038011736601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PA:Posterior_amygdalar_nucleus,0.00017007434365411142,0.002938772302758419,0.0,0.002898468996566694,1.8619689522627528e-05,0.0,0.0,0.0,0.0,1.8579774790356126e-05,0.0,0.0,0.0,0.0,0.01693856024579992,0.013840656512500379,0.0,0.0,0.0,0.0,0.0002458686067240871,0.0040645558278039635,0.0,0.011710877994275237,0.0,0.01661255523853301,0.0,0.0,0.006436433894939312,0.10177151822013444,0.00018976808342669032,0.0005444809212095361,0.0009962973611600352,0.002033247350576368,2.267967157784128e-05,0.014177492346517901,0.0,0.0,0.00044115639267786283,0.0,0.0,0.0024074803023632994,0.0,0.002111493863136523,0.0,0.0,0.00031751791381625234,0.0006410670230613358,0.007910703064862728,0.0,0.00017009753683380958,0.0,0.0,0.0,0.009135659903428512,0.0,0.0,0.0,0.0,0.0,0.004082959484622893,0.0,0.006929786858288704,7.595419616087945e-05,0.0,0.002855292277461534,0.0,0.008370185764984385,0.0,0.002120184175284689,0.0,0.03350324755233667,0.01133987597654423,0.3124245584803207,1.133983578892064e-05,0.0,0.00047303709705086365,0.4959021795779088,0.0,0.0,3.401950736676192e-05,3.2706791508865796e-05,0.0,0.0033302505718419704,0.03845217391061365,0.0,0.4857094957660918,1.2992579118283183,0.0,0.0,0.0,0.0,0.047507193011531584,0.029690029897745655,0.0,0.0,0.0,0.0,0.0,0.0,0.015433913000472662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001012448419277786,0.014200994940016547,0.0,0.0,0.0,0.0,0.0,0.0,0.007045146281107414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007598502155287831,0.0,0.0,0.0,0.0,0.013994069883657404,0.0,0.0005652086433917433,0.0,0.0,0.010251295277400072,0.0,0.0016748067666895277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AUDv,0.0,0.0,0.0,0.0,0.0,0.00010648546297074398,4.658739004970049e-05,9.317478009940098e-05,2.6621365742685996e-05,0.00039100130934570056,0.0,0.0010199310750166571,0.0004908314308807731,0.0,0.009399005942527074,4.4923554690782615e-05,0.0,0.0005923253877747635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001259523366700831,1.3310682871342998e-05,0.0,0.0,0.0015656690727417202,0.0,0.0005956530584925992,0.0,0.031159850987620575,0.0,0.0,0.0,0.0007370790640006185,0.0009750075203258746,8.319176794589374e-06,0.0,4.825122540861836e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00100994806286315,0.0,0.00015473668837936235,0.0,0.0,0.0,0.0003120262095751232,0.0,0.00038101829719219333,0.007946300380760224,0.0,4.159588397294687e-05,0.0,0.0,1.6638353589178748e-06,0.0,0.0,0.0,0.0001514090176615266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005773508695445025,0.0006832211793483483,0.0,1.0006952979181092e-06,9.556640095117943e-05,0.0,0.0,0.005648721043526184,0.007035606409615078,0.0,0.0,0.162167223831499,7.320875579238649e-05,0.1885877782029253,0.0,0.002622542080891489,0.002480778520146551,0.0,0.0,0.0,0.0,6.004171787508655e-06,1.6638353589178748e-06,0.003560607668084252,0.0,0.0,0.0,0.0,0.0,0.0,0.001039734306911631,0.0,0.0,0.0,0.0,0.00021710081542489478,0.0005029786260421572,3.1688684434073456e-06,6.655341435671499e-06,6.655341435671499e-06,0.0,0.01404163525382833,0.0,0.0024998829278602194,0.00836925385236981,0.0,0.0001665503184414405,0.0,0.0032461427852487736,0.0,0.0,0.0,0.00014142600550801936,0.030412556072042084,3.085477168580836e-05,0.1725662414927934,1.145613459341499e-05,0.012299070973120932,0.0,0.002537348922349759,0.0,0.0,0.0,2.918694618927818e-05,1.5010429468771636e-06,0.0,7.171649635079782e-06,0.0,0.0,3.3356509930603634e-07,1.3956117139650791e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5024335427133818e-06,0.000296009168733614
APN:Anterior_pretectal_nucleus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4763245764539613e-06,0.0,0.0,5.741262241765406e-05,0.0,0.0,2.6786814458450973e-05,0.0,1.0714725783380389e-05,0.0,0.0,6.561442562017606e-07,0.00025049099290728343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03355155183836749,0.0,0.0,0.0,0.0,0.0,0.00023572396723436855,3.3483518073063715e-05,0.0,0.00020480775775292076,0.0,0.0,3.4447573450592434e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.00010038483117293333,0.0037919605620013127,2.7978092302220204e-06,0.00010162907346519389,0.0005384889869270445,0.020200117163405692,0.0,0.00010542153038608862,0.0075069599428538155,2.6786814458450973e-06,0.0,1.2164387957487045e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.007561820798057666,0.0,0.0,2.268658354071334e-05,0.0,7.857737877569724e-06,0.0,5.4739745808691706e-05,0.0012525241655486185,0.0,0.00013122885124035213,0.0002812591632552995,0.0,0.0,7.90685217236658e-07,0.0015799562776860248,0.0,1.8246581936230568e-07,0.0042389545926063464,0.7733407294842242,0.023627807590437325,0.0,0.004545285194185797,6.524918813787279e-05,0.0027842857336006052,0.0,0.0,0.0029207733485520707,0.024075039850018087,0.06655440536641358,0.004962887632046401,1.2164387957487045e-07,0.0,0.0,2.67616535064715e-06,0.0,0.006203345524075031,0.0193503304003386,0.0,0.0,0.0,0.00019005493656248628,0.018864944914015937,0.009062740136768511,1.1010523521466339e-05,0.005403768943061734,0.002864354319706765,0.021183874182228172,0.000962875929329057,0.0011176563979073835,0.021988535421672322,0.0005676545151548217,0.01664743037126019,0.0044127369845969235,0.001307982907479406,0.0,0.0011529011032715265,5.47397458086917e-07,0.0,0.0,1.3802642120364983e-05,5.350061580231253e-05,0.03702184035806028,6.690413376617875e-07,6.696703614612743e-06,8.87460699389935e-06,0.0022937047375358624,0.0,2.9465495904296068e-05,0.00010982593927964899,4.510981330915558e-05,0.0,0.0003554942140240698,1.749342009938823e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00017932482877707103,0.057521095993901476,0.689774744526703
AUDp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5642023208683628e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24612133028059643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04904602190763546,0.0,0.0,0.07845004009155675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004655149017442394,0.0,0.0033491304568901395,0.0039500779059820825,0.0,0.0,0.0,1.27708689450919,0.0,0.0,0.37266333266757173,0.003184189367231081,5.906403697433648,0.0,0.0006419800970126246,0.0,0.0,0.0,0.0,0.0,0.02930309582938913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006459030535744167,8.118026979501602e-06,0.0,0.0,0.0,0.00011807763397279969,6.255911332466108e-05,0.014830845299292015,0.0,0.0,0.0,0.0026041666666666665,0.0001957950742568577,0.00015714563881165115,0.102795218330546,0.0,0.0015337452581422445,0.0,0.0,0.0,0.0,0.0,0.0,0.3685282872659362,0.12309159355719443,0.4665967734774763,0.0008102859945788483,0.0,0.0007438723613949346,0.006976373914861356,0.0,7.721666997595252e-05,0.0,0.02939851557190458,0.000805661781522748,0.0,0.03954954411686355,0.0,0.0,0.00010422029751786188,0.006858035962424399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0025433098293368437,0.1027368944245368
AMv:Anteromedial_nucleus_ventral_part,0.0,1.1811260975767305e-06,4.0477831170791704e-05,7.957053666674081e-06,0.005392212964300789,0.001885391959643947,0.0016965865147386557,4.797717779957722e-05,0.02085307337328955,0.004227780710677597,3.5433782927301914e-06,0.0023195753047692814,0.0004987094480879714,0.0006840680833194071,0.018606029204956624,2.0917980523990393e-07,7.195810469348506e-05,1.2419851915144642e-05,0.035034555620960625,5.732015657573971e-07,0.0,0.000105135169509461,0.0,0.0006842111748774694,0.0,2.5967705175182482e-05,0.17338605813196578,6.945439001696497e-06,0.0009411518070813222,0.014295443639479289,0.0,0.0,5.3557783752138285e-05,0.05627470392648249,0.000102752328654518,0.0022714200745200296,0.0,0.0,6.0378539430784116e-05,0.0,7.965296794923876e-07,0.0,0.0,0.002540544588587658,0.04476938220750194,0.0,1.9116712307817298e-05,0.0,0.0010507915705435474,0.00021875130036018827,0.00011071762544944188,5.905630487883652e-07,0.06608785159709679,5.679982591522458e-06,0.0,7.951499036477105e-07,0.01240346751180478,0.0,0.0009868868676135632,0.0,0.04165251954443533,0.025240320599008766,1.7042159454878713e-06,0.0,0.0002533118127593326,0.00019453611785622896,0.0003629516288477618,0.0,0.000458245298513493,0.0,0.0001974813402781658,0.00019753936051411213,0.0007049287663507629,0.0005902284925038591,0.0087413999114816,0.04462015920798794,2.3895890384771622e-06,0.00014919011236450399,5.407019344804431e-05,0.0002055144662018994,0.0,0.0,4.611969743739735e-06,2.3895890384771622e-06,0.0007446996523296612,0.0,0.0,3.982648397461937e-06,0.0,0.0,0.0,0.7735018503705221,7.030871253119089e-05,0.00018457773690648004,0.00016669776842109303,0.0,0.09452271247150545,3.0169331270960142e-05,0.0,0.0,1.1451626882255609e-06,0.0,1.4764076219709132e-06,0.0,2.6575337195476436e-06,0.0,0.0,4.850414412251034e-05,0.0,2.3895890384771627e-05,8.92113241031474e-05,7.965296794923876e-07,2.7878538782233566e-05,1.0630134878190575e-05,0.0,0.0,0.02364966612693769,0.0,2.2441395853957877e-05,0.0,7.629373191565116e-05,0.0,0.0,0.0,0.0,1.6692123098031729e-06,0.0009253380222118534,0.0,0.0015035308350383762,0.0,0.0,0.0,0.0,0.0,0.00012488034372822265,0.0,0.00016909862591665543,0.0025200445155990265,0.00011078738159484465,6.073187012131877e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00011654611855548852
CA1,4.895374914512999e-06,8.678164621182134e-05,0.0,0.014309356348907861,0.00010361892994008846,7.514439988803318e-07,3.965463088896294e-06,0.0008513606561151763,0.0,1.6686771105982353e-05,3.3116252788228868e-06,0.0010949296732589266,0.00021724684313850423,0.0,0.21519290241250502,0.00041653483269879965,0.0010803775796870826,0.0,0.0,0.003794758034711734,0.0,0.3675461125885364,0.0,0.0579169869720669,0.0,0.001685390620897463,0.00016595229799729784,9.843246054565803e-05,2.4921908655702538e-05,0.0058583489645695225,0.0,0.0001200352127200654,0.0,0.006809845483748559,0.0,0.0001130386571169365,0.007662571888559591,0.0015055299977835281,0.0007707025652145861,0.04882814458038887,0.022654013635341377,1.0762782156174382e-05,0.015844240664114287,8.952579077931008e-05,0.0019694666113885505,0.0,9.345715745888452e-06,0.0,0.0014363680839225331,0.0008063959306624981,0.0,0.00012117381436917862,0.0022442144994354756,8.279063197057217e-07,0.00012976346673645512,0.08245726976423183,0.0008867259734383378,0.00017187825131385407,0.0012253496502782253,0.0,0.0005328776047607186,0.0002708540465783861,0.0009150725664261255,0.0,2.931268782104721e-06,0.0007167736496745169,1.5835129188779784e-05,0.0005943234334701997,0.0,0.014498117051322383,0.0030557593845152676,0.0005313706952662291,0.00014953145193421523,0.0022696738240014815,0.0,2.7772196387528653e-05,1.4686124743538996e-05,0.035442185461318866,0.0009747735914188125,0.0,3.772697667001024e-05,0.018230024926133202,0.0,7.031538513573216e-05,0.03732189778785503,0.0005908314888913733,0.002245676573838795,0.06454815648565704,0.00016113586060673818,0.003497303346501503,0.000371526578483753,0.001586623292874828,7.93256541817235,0.0012727422580635576,0.0017742225938124937,1.6815415817850273e-05,0.000955847435670642,0.013682029036390037,3.836568109684242e-05,0.00039678970359645864,0.001065355106146785,0.0,0.0,0.0,0.0,0.0,0.003924154719819203,0.0007593324832243865,0.008430772505079004,0.0,0.00025340171079406347,0.0008894351308935976,0.0009539360996101457,0.7823174561618472,0.019892603861116815,0.0005339199132678156,0.06318980944784396,0.0011723024182619432,0.0017566252569730717,0.00011606954636256863,0.2824942436038432,0.0,0.0,5.803477318128431e-06,0.0,0.0023060065413895514,0.0006827078185197375,0.0,0.005431625779840797,0.03698230917225691,2.2257978389248155e-06,0.016745087913750185,0.001391366174259379,3.069254487747394e-06,0.12209613810954492,0.014682310296240746,0.03157519359687501,0.016748901507188843,0.004957939593142009,0.021605700978532982,0.0028545859961655305,0.018522719433727068,0.0,0.0053236863738121264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.603881731621091e-06,0.001651375969067195,0.014097004702875499
CEA,0.0,0.0,0.00039164075186533503,0.0014917853318684557,0.00041124913739861373,0.0012577081055837995,0.0013044202131850117,9.552213460130122e-06,0.013322153705728144,0.0026113549326476073,0.0007737292902705398,0.0009870620575467793,0.0006113416614483278,0.0007960177883441768,0.041112109590511474,0.019767409126623576,9.416081373568283e-05,0.002200193166983305,0.0026714356976830574,0.0,0.000822499504889267,4.776106730065061e-05,0.0,0.0,0.0,0.5951848194728075,0.0012863647459641899,0.0,0.0002225308322335492,0.09898860457299578,0.0031407710695695173,0.005492141519444382,0.013857004228318991,0.35043625977557563,0.0,2.35687136956857e-05,0.0,0.00031998876520841405,5.561518717853085e-06,0.0,0.0,0.07800071043494863,0.015656711505938295,6.356826114627465e-05,0.0,0.0,0.0,0.05486975404709964,0.0003496368336928727,0.0,0.0,0.0,2.2421799097732925e-05,0.0786885445010708,0.017906377791923937,0.000680906507136509,0.0,0.000574343812562978,0.0,0.0,0.004624967916454187,0.0,0.024702508313301185,0.07706781481804882,0.0,0.05778070136676767,0.0,0.00018808998743294865,0.0,0.00025765108738006625,0.0,0.0006539016198304972,0.0,0.6407957772811536,0.0003077476353149364,0.0,0.0,0.1781716388306201,4.868862069032675e-07,0.0,0.012766888415963159,0.0,0.0,0.0,0.15146006412189228,0.0,0.001662709135197445,0.004271201526074861,0.0,0.0,0.0,0.00011778745987196386,3.089773459622559e-05,3.445584679840498,0.0,0.0,0.00029701437160774237,0.0038551974050424574,8.446232537690851e-06,0.00020270958090458043,0.052818970397913716,0.013271916381417878,2.195160194428474e-06,0.0,0.0,0.0,1.3170961166570847e-05,0.0,0.0,0.0,0.0,0.0,2.6665736999179677e-07,3.6073981785724976e-05,0.0,0.0,0.0,0.0,0.0010517043672966116,0.0,2.3022144425596703e-05,0.0,0.0,0.0,6.855102719797533e-05,0.0,0.0,0.0007779485701639948,0.0,7.296320570061389e-05,0.0,0.0,0.0001824641650509705,0.0026998914706371497,6.167179667103228e-05,0.0,0.0,0.0,0.00018080578669261744,0.00010825841921480806,0.0,0.0,0.03419143635584363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010248136165620775,0.015547390917321515,0.0022186854190947634
